Region,Country,Country Income Level,Organization Name,Organization Type,Sectors,Description,URL,City,State/Region,Founding Year,Size,Type of Data Used,Advocacy,Advocacy Description,Product/Service,Product/Service Description,Organizational Optimization,Organizational Optimization Description,Research,Research Description,Other,Use - Other Description
Europe & Central Asia,United Kingdom,High income,Crichton Institute,Academic institution,Education,Crichton Institute includes the Regional Observatory -  a web portal which aims to act as a one-stop open access service for data -  information and intelligence about a wide range of social -  economic and environmental factors across Dumfries and Galloway and the South of Scotland.,http://crichtonobservatory.org.uk/,Dumfries,Scotland,2013, ,Health/healthcare -  Economic -  Transportation -  Education -  Arts and culture -  Housing -  Demographic and social -  Environment -  Public safety,FALSE,,TRUE,The Crichton Institute Regional Observatory is a portal that provides access to documents -  datasets etc that are available to everybody to help with planning -  forecasting -  research - generally anything that will help and support the positive development of Dumfries and Galloway -  as well as the wider south of Scotland.,FALSE,,TRUE,,FALSE,
South Asia,India,Lower middle income,Cropin Technology,For-profit,Agriculture,CropIn provides agri-businesses with technology and expertise to create a smarter and safer food supply for consumers around the world.,http://cropin.co.in,Bangalore,,2010,11 to 50,Weather -  Agriculture,FALSE,,FALSE,,TRUE,Precision agriculture,FALSE,,FALSE,
North America,United States,High income,CrowdANALYTIX,For-profit,IT and geospatial,CrowdANALYTIX is an on-demand -  crowd-sourced service providing data science expertise to analytics managers and their teams in enterprises and professional services firms. ,https://www.crowdanalytix.com/,Sunnyvale,California,2012,11 to 50,Demographic and social -  Government operations -  Transportation -  Energy -  Legal,FALSE,,TRUE,an opensource of data repository to design accurate algorithms for clients,FALSE,,FALSE,,FALSE,
Sub-Saharan Africa,Nigeria,Lower middle income,CrowdMap IT,Nonprofit,IT and geospatial,CrowdMapIT develops an open access geospatial solution to help support local governance and low budget development projects.,http://www.cMapIT.com,,Lagos,2015, ,Geospatial,FALSE,,TRUE,CrowdMap makes spreadsheets into geoJSON format for developers.,FALSE,,FALSE,,FALSE,
North America,United States,High income,CrowdWatch,For-profit,Business -  research and consulting,Crowdnetic is a provider of technology and market data solutions to the marketplace lending and crowdfunded-securities industries.,https://www.crowdwatch.co,New York,New York,2011,11 to 50,Business,FALSE,,TRUE,uses open government data in conjunction with private business data to aggregate and normalize information for companies,FALSE,,FALSE,,FALSE,
North America,United States,High income,Crowdnetic,For-profit,Business -  research and consulting,Crowdnetic is a leading provider of technology and market data solutions to the global crowdfinance marketplace.,https://www.crowdwatch.co,New York,NY,2011,11 to 50,Business,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,Crowdpac,For-profit,Governance,Crowdpacâ€™s mission is to give politics back to people - to make it easier for citizens to learn about politicians -  and to find and support political candidates that match their priorities and beliefs.,https://www.crowdpac.com,Palo Alto,California,2013,11 to 50,Government operations,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Argentina,High income,Cruz Roja Argentina,Nonprofit,Healthcare,Argentina Red Cross is an organization that works to improve living conditions of individuals in vulnerable situations.,http://cruzroja.org.ar/,Buenos Aires,Autonomous City of Buenos Aires,2015,,Health/healthcare,TRUE,app Cruz Roja Argentina uses open data,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,CtrlShift,For-profit,Business -  research and consulting,Ctrl-Shift is a market analysis and consulting business that provides evidence -  insight and analysis of market trends by identifying and sizing market opportunities and leading innovative programs of efficiency and growth.,https://www.ctrl-shift.co.uk,London,,2009,1 to 10,,TRUE,Promotes open data and research relationship between midata and open data.,FALSE,,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Mexico,Upper middle income,Cuadra Urbanismo,For-profit,Business -  research and consulting,Cuadra Urbanismo is a collective dedicated to sustainable urban discipline from a disciplinary perspective -  in which social -  environmental -  cultural -  economic and spatial elements is combined.,http://www.cuadraurbanismo.com/,Guadalajara,Jalisco,2009,11 to 50,Government operations -  Transportation -  Education -  Public safety -  Economic -  Geospatial -  Environment -  Housing -  Demographic and social,TRUE,Uses open data in various civic projects -  such as Peatones -  and Transporte.,FALSE,,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Mexico,Upper middle income,Cuadro Urbanismo,For-profit,IT and geospatial,Cuadra Urbanismo develops and implements innovative strategies to meet and solve urban challenges.,http://cuadrourbanismo.com,Guadalajara,Jalisco,2015,,Environment -  Transportation -  Public safety -  Demographic and social -  Geospatial -  Legal,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,Cubic,For-profit,IT and geospatial,Cubic's businesses are primarily engaged in the design -  development -  manufacturing -  integration -  and sustainability of high technology systems -  products -  and services for government and commercial customers. ,http://www.cubic.com/,San Diego,California,1951,1000 ,Transportation,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,Cytora,For-profit,IT and geospatial,Cytora is a data analytics company providing a platform for exploring and visualizing real time political risk data.,http://www.cytora.com/index.html,Cambridge,England,2012,11 to 50,Public safety -  Government operations,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Latin America & Caribbean,Uruguay,High income,DATA Uruguay,Nonprofit,IT and geospatial,DATA Uruguay creates social tools and promotes social activism through the use of open civic data and technology.,http://www.datauy.org/,Montevideo,Montevideo Department,2012, ,Education -  Geospatial,FALSE,,TRUE,Uses open civic data to create social tools and projects supporting communities such as maps -  repositories -  etc,FALSE,,FALSE,,FALSE,
North America,United States,High income,DC News & Data Inc,For-profit,Media and communications,DC News &amp; Data Inc provides news and analysis to insurance companies.,http://www.iccasap.com,Gaithersburg,Maryland,1982,1 to 10,Transportation,FALSE,,TRUE,enables the purchase of Federal Motor Carrier Safety Administration certificates,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Italy,High income,DEPP,For-profit,Governance,DEPP is the first organization in Italy to experiment concretely with using the internet for information and political participation. ,http://www.depp.it, , ,2003,,Government operations,TRUE,Uses open data in various project -  such as openbilanci and openmunicipio -  towards transparency and civic and political participation.,FALSE,,FALSE,,FALSE,,FALSE,
East Asia & Pacific,China,Upper middle income,DJChina ,Developer group,Media and communications,DJChina aims to introduce the best practice of data journalism to the practitioners in China -  by providing in-depth case studies -  latest industry news -  practical tutorials and tools -  as well as offline learning and networking opportunities.,djchina.org,Beijing,Beijing,2013,,Health/healthcare -  Government operations,TRUE,Uses open data to provide in-depth case studies in the realm of research journslism.,FALSE,,FALSE,,FALSE,,FALSE,
South Asia,India,Lower middle income,DSM Soft,For-profit,IT and geospatial,DSM Soft provides services in the geospatial -  engineering &amp; publishing domains for  global organizations.,http://www.dsmsoft.com/geospatial.html,Chennai,Tamil Nadu,1991,201 to 1000,Environment -  Geospatial,FALSE,,FALSE,,TRUE,They make use of open - public - crowd sourced - sensor and satellite data to provide a variety of mapping and visualization services that are utilised in land information systems - mapping agencies - energy and utilities - telecommunications - . i.e. activities which are field oriented.,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,DSRPTN,For-profit,Business -  research and consulting,DSRPTN is a digital and technology consultancy providing expert advice on digital leadership -  social media utilization -  open data -  and other aspects of digital business.,http://disruptionltd.com/,London,,2013,1 to 10,Other,TRUE,Offers consultancy services around open data.,FALSE,,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Mexico,Upper middle income,DVVIMSS,Nonprofit,Healthcare,DVVIMSS is a community-based organization comprised of rightsholders and users of the Mexican Social Security Institute with HIV.,http://www.dvvimss.org.mx/,Mexico City,Federal District,2004,1 to 10,Finance -  Legal -  Demographic and social -  Health/healthcare -  Education -  Science and research -  Economic -  Government operations,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,Uses health open data to provide information regarding AIDS in general.
Europe & Central Asia,Denmark,High income,Danish Supermarckets Developer,Nonprofit,Consumer,The first version of the Dansk Supermarked public API is an open source for developers to information about all of our 1200+ stores: Country -  city -  zip code -  GPS coordinates and of course opening hours.,https://developer.dansksupermarked.dk/v1/overview/, , ,2015,,Geospatial,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Sub-Saharan Africa,Tanzania,Low income,Daraja,Nonprofit,Energy and climate,Daraja aims to empower communities and local institutions -  and build their capacity to work effectively together to reduce poverty in Tanzania.,http://www.daraja.org/,Njombe,Iringa,2007,11 to 50,Environment,TRUE,Uses open data in various civic projects -  such as Twende Pamoja -  and Policy Programme.,FALSE,,FALSE,,FALSE,,FALSE,
East Asia & Pacific,Australia,High income,Data Analysis Australia,For-profit,Business -  research and consulting,Data Analysis Australia is the leading strategic information consultancy in Australia utilizing skills in mathematics -  statistics and data management.,http://www.daa.com.au,Perth,Western Australia,1988,11 to 50,Weather -  Economic -  Demographic and social,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
East Asia & Pacific,Hong Kong,High income,Data Journalism China,Nonprofit,Media and communications,Data Journalism China aims to promote open data and media innovation to China's journalists -  media managers -  mass media -  educators and designers -  and programmers -  by providing both online and offline information platforms and networking opportunities.,http://djchina.org/,Hong Kong,,2015,11 to 50,,TRUE,Uses open data in various investigative journalism projects.,FALSE,,FALSE,,FALSE,,FALSE,
